graph_id,model,top_edge_fraction,empirical_edges,candidate_edges,shared_edges,jaccard,precision,recall,f1
88,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
89,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
89,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
89,GIN,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
89,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
90,Raw,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
90,MLP,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
90,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
90,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
91,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
91,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
91,GIN,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
91,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
92,Raw,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
92,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
92,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
92,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
93,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
93,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
93,GIN,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
93,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
94,Raw,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
94,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
94,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
94,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
95,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
95,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
95,GIN,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
95,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
96,Raw,0.1,400,400,76,0.10497237569060773,0.19,0.19,0.19
96,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
96,GIN,0.1,400,400,21,0.026957637997432605,0.0525,0.0525,0.05249999999999999
96,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
97,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
97,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
97,GIN,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
97,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
98,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
98,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
98,GIN,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
98,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
99,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
99,MLP,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
99,GIN,0.1,400,400,80,0.1111111111111111,0.2,0.2,0.20000000000000004
99,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
100,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
100,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
100,GIN,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
100,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
101,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
101,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
101,GIN,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
101,GAT,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
102,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
102,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
102,GIN,0.1,400,400,17,0.021711366538952746,0.0425,0.0425,0.0425
102,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
103,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
103,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
103,GIN,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
103,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
104,Raw,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
104,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
104,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
104,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
105,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
105,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
105,GIN,0.1,400,400,30,0.03896103896103896,0.075,0.075,0.075
105,GAT,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
106,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
106,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
106,GIN,0.1,400,400,35,0.0457516339869281,0.0875,0.0875,0.0875
106,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
107,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
107,MLP,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
107,GIN,0.1,400,400,83,0.11576011157601115,0.2075,0.2075,0.2075
107,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
108,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
108,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
108,GIN,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
108,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
109,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
109,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
109,GIN,0.1,400,400,23,0.029601029601029602,0.0575,0.0575,0.0575
109,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
110,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
110,MLP,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
110,GIN,0.1,400,400,20,0.02564102564102564,0.05,0.05,0.05000000000000001
110,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
111,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
111,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
111,GIN,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
111,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
112,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
112,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
112,GIN,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
112,GAT,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
113,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
113,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
113,GIN,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
113,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
114,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
114,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
114,GIN,0.1,400,400,18,0.023017902813299233,0.045,0.045,0.045
114,GAT,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
115,Raw,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
115,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
115,GIN,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
115,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
116,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
116,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
116,GIN,0.1,400,400,21,0.026957637997432605,0.0525,0.0525,0.05249999999999999
116,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
117,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
117,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
117,GIN,0.1,400,400,24,0.030927835051546393,0.06,0.06,0.06
117,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
118,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
118,MLP,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
118,GIN,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
118,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
119,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
119,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
119,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
119,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
120,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
120,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
120,GIN,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
120,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
121,Raw,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
121,MLP,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
121,GIN,0.1,400,400,18,0.023017902813299233,0.045,0.045,0.045
121,GAT,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
122,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
122,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
122,GIN,0.1,400,400,18,0.023017902813299233,0.045,0.045,0.045
122,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
123,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
123,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
123,GIN,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
123,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
124,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
124,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
124,GIN,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
124,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
125,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
125,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
125,GIN,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
125,GAT,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
126,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
126,MLP,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
126,GIN,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
126,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
127,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
127,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
127,GIN,0.1,400,400,16,0.02040816326530612,0.04,0.04,0.04
127,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
128,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
128,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
128,GIN,0.1,400,400,22,0.028277634961439587,0.055,0.055,0.055
128,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
129,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
129,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
129,GIN,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
129,GAT,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
130,Raw,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
130,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
130,GIN,0.1,400,400,29,0.03761348897535668,0.0725,0.0725,0.0725
130,GAT,0.1,400,400,52,0.06951871657754011,0.13,0.13,0.13
131,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
131,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
131,GIN,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
131,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
132,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
132,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
132,GIN,0.1,400,400,24,0.030927835051546393,0.06,0.06,0.06
132,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
133,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
133,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
133,GIN,0.1,400,400,15,0.01910828025477707,0.0375,0.0375,0.0375
133,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
134,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
134,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
134,GIN,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
134,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
135,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
135,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
135,GIN,0.1,400,400,33,0.04302477183833116,0.0825,0.0825,0.0825
135,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
136,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
136,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
136,GIN,0.1,400,400,84,0.11731843575418995,0.21,0.21,0.20999999999999996
136,GAT,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
137,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
137,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
137,GIN,0.1,400,400,76,0.10497237569060773,0.19,0.19,0.19
137,GAT,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
138,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
138,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
138,GIN,0.1,400,400,25,0.03225806451612903,0.0625,0.0625,0.0625
138,GAT,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
139,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
139,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
139,GIN,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
139,GAT,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
140,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
140,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
140,GIN,0.1,400,400,80,0.1111111111111111,0.2,0.2,0.20000000000000004
140,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
141,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
141,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
141,GIN,0.1,400,400,30,0.03896103896103896,0.075,0.075,0.075
141,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
142,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
142,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
142,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
142,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
143,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
143,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
143,GIN,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
143,GAT,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
144,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
144,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
144,GIN,0.1,400,400,84,0.11731843575418995,0.21,0.21,0.20999999999999996
144,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
145,Raw,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
145,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
145,GIN,0.1,400,400,34,0.044386422976501305,0.085,0.085,0.085
145,GAT,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
146,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
146,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
146,GIN,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
146,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
147,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
147,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
147,GIN,0.1,400,400,22,0.028277634961439587,0.055,0.055,0.055
147,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
148,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
148,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
148,GIN,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
148,GAT,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
149,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
149,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
149,GIN,0.1,400,400,84,0.11731843575418995,0.21,0.21,0.20999999999999996
149,GAT,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
150,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
150,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
150,GIN,0.1,400,400,21,0.026957637997432605,0.0525,0.0525,0.05249999999999999
150,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
151,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
151,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
151,GIN,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
151,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
152,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
152,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
152,GIN,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
152,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
153,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
153,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
153,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
153,GAT,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
154,Raw,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
154,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
154,GIN,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
154,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
155,Raw,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
155,MLP,0.1,400,400,55,0.0738255033557047,0.1375,0.1375,0.1375
155,GIN,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
155,GAT,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
156,Raw,0.1,400,400,58,0.07816711590296496,0.145,0.145,0.145
156,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
156,GIN,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
156,GAT,0.1,400,400,65,0.08843537414965986,0.1625,0.1625,0.1625
157,Raw,0.1,400,400,57,0.07671601615074024,0.1425,0.1425,0.1425
157,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
157,GIN,0.1,400,400,17,0.021711366538952746,0.0425,0.0425,0.0425
157,GAT,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
158,Raw,0.1,400,400,71,0.09739368998628258,0.1775,0.1775,0.17750000000000002
158,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
158,GIN,0.1,400,400,36,0.04712041884816754,0.09,0.09,0.09
158,GAT,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
159,Raw,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
159,MLP,0.1,400,400,45,0.059602649006622516,0.1125,0.1125,0.1125
159,GIN,0.1,400,400,30,0.03896103896103896,0.075,0.075,0.075
159,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
160,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
160,MLP,0.1,400,400,39,0.051248357424441525,0.0975,0.0975,0.0975
160,GIN,0.1,400,400,26,0.03359173126614987,0.065,0.065,0.065
160,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
161,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
161,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
161,GIN,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
161,GAT,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
162,Raw,0.1,400,400,72,0.0989010989010989,0.18,0.18,0.18
162,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
162,GIN,0.1,400,400,32,0.041666666666666664,0.08,0.08,0.08
162,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
163,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
163,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
163,GIN,0.1,400,400,22,0.028277634961439587,0.055,0.055,0.055
163,GAT,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
164,Raw,0.1,400,400,73,0.10041265474552957,0.1825,0.1825,0.18249999999999997
164,MLP,0.1,400,400,38,0.049868766404199474,0.095,0.095,0.095
164,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
164,GAT,0.1,400,400,53,0.07095046854082998,0.1325,0.1325,0.1325
165,Raw,0.1,400,400,78,0.10803324099722991,0.195,0.195,0.195
165,MLP,0.1,400,400,46,0.0610079575596817,0.115,0.115,0.115
165,GIN,0.1,400,400,16,0.02040816326530612,0.04,0.04,0.04
165,GAT,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
166,Raw,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
166,MLP,0.1,400,400,37,0.04849279161205767,0.0925,0.0925,0.0925
166,GIN,0.1,400,400,62,0.08401084010840108,0.155,0.155,0.155
166,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
167,Raw,0.1,400,400,76,0.10497237569060773,0.19,0.19,0.19
167,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
167,GIN,0.1,400,400,48,0.06382978723404255,0.12,0.12,0.12
167,GAT,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
168,Raw,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
168,MLP,0.1,400,400,42,0.055408970976253295,0.105,0.105,0.10499999999999998
168,GIN,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
168,GAT,0.1,400,400,60,0.08108108108108109,0.15,0.15,0.15
169,Raw,0.1,400,400,77,0.10650069156293222,0.1925,0.1925,0.19249999999999998
169,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
169,GIN,0.1,400,400,31,0.04031209362808843,0.0775,0.0775,0.0775
169,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
170,Raw,0.1,400,400,54,0.07238605898123325,0.135,0.135,0.135
170,MLP,0.1,400,400,50,0.06666666666666667,0.125,0.125,0.125
170,GIN,0.1,400,400,22,0.028277634961439587,0.055,0.055,0.055
170,GAT,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
171,Raw,0.1,400,400,68,0.09289617486338798,0.17,0.17,0.17
171,MLP,0.1,400,400,43,0.05680317040951123,0.1075,0.1075,0.10749999999999998
171,GIN,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
171,GAT,0.1,400,400,51,0.06809078771695594,0.1275,0.1275,0.1275
172,Raw,0.1,400,400,66,0.08991825613079019,0.165,0.165,0.165
172,MLP,0.1,400,400,49,0.06524633821571238,0.1225,0.1225,0.1225
172,GIN,0.1,400,400,27,0.03492884864165589,0.0675,0.0675,0.0675
172,GAT,0.1,400,400,56,0.07526881720430108,0.14,0.14,0.14
173,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
173,MLP,0.1,400,400,47,0.06241699867197875,0.1175,0.1175,0.1175
173,GIN,0.1,400,400,61,0.08254397834912043,0.1525,0.1525,0.1525
173,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
174,Raw,0.1,400,400,63,0.08548168249660787,0.1575,0.1575,0.1575
174,MLP,0.1,400,400,44,0.0582010582010582,0.11,0.11,0.11
174,GIN,0.1,400,400,23,0.029601029601029602,0.0575,0.0575,0.0575
174,GAT,0.1,400,400,64,0.08695652173913043,0.16,0.16,0.16
175,Raw,0.1,400,400,70,0.0958904109589041,0.175,0.175,0.175
175,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
175,GIN,0.1,400,400,75,0.10344827586206896,0.1875,0.1875,0.1875
175,GAT,0.1,400,400,59,0.0796221322537112,0.1475,0.1475,0.1475
176,Raw,0.1,400,400,74,0.10192837465564739,0.185,0.185,0.185
176,MLP,0.1,400,400,41,0.05401844532279315,0.1025,0.1025,0.1025
176,GIN,0.1,400,400,28,0.03626943005181347,0.07,0.07,0.07
176,GAT,0.1,400,400,69,0.09439124487004104,0.1725,0.1725,0.1725
177,Raw,0.1,400,400,67,0.09140518417462483,0.1675,0.1675,0.1675
177,MLP,0.1,400,400,40,0.05263157894736842,0.1,0.1,0.10000000000000002
